# LAMMPS data file written by OVITO Basic 3.10.6

192 atoms
1 atom types

-27.6542 27.6542 xlo xhi
-23.94925 23.9492294427 ylo yhi
-1.0 1.0 zlo zhi

Atoms  # atomic

1 1 -24.7479509865 -15.9666091623 0.5376364275
2 1 -19.287145248 -17.4410441057 0.5376364275
3 1 -23.6468990135 -19.957270977 0.5376364275
4 1 -19.2879057385 -22.4748150565 0.5376364275
5 1 -26.200695248 -18.4828360336 -0.5374814275
6 1 -22.1933942615 -22.4748150565 -0.5374814275
7 1 -22.194154752 -17.4410441057 -0.5374814275
8 1 -26.2014557385 -13.4490650827 -0.5374814275
9 1 -17.8344009865 -19.957270977 -0.5374814275
10 1 -26.200695248 -5.466424245 0.5376364275
11 1 -26.2014557385 -10.5001951959 0.5376364275
12 1 -24.7479509865 -7.9826511163 -0.5374814275
13 1 -10.9208509865 -15.9666091623 0.5376364275
14 1 -5.460045248 -17.4410441057 0.5376364275
15 1 -15.2798442615 -13.4490650827 0.5376364275
16 1 -9.8197990135 -19.957270977 0.5376364275
17 1 -15.280604752 -18.4828360336 0.5376364275
18 1 -5.4608057385 -22.4748150565 0.5376364275
19 1 -12.373595248 -18.4828360336 -0.5374814275
20 1 -8.3662942615 -22.4748150565 -0.5374814275
21 1 -16.7333490135 -15.9666091623 -0.5374814275
22 1 -8.367054752 -17.4410441057 -0.5374814275
23 1 -12.3743557385 -13.4490650827 -0.5374814275
24 1 -4.0073009865 -19.957270977 -0.5374814275
25 1 -17.8344009865 -3.9919893016 0.5376364275
26 1 -12.373595248 -5.466424245 0.5376364275
27 1 -22.1933942615 -1.4744452221 0.5376364275
28 1 -16.7333490135 -7.9826511163 0.5376364275
29 1 -22.194154752 -6.5082161729 0.5376364275
30 1 -12.3743557385 -10.5001951959 0.5376364275
31 1 -19.287145248 -6.5082161729 -0.5374814275
32 1 -15.2798442615 -10.5001951959 -0.5374814275
33 1 -23.6468990135 -3.9919893016 -0.5374814275
34 1 -15.280604752 -5.466424245 -0.5374814275
35 1 -19.2879057385 -1.4744452221 -0.5374814275
36 1 -10.9208509865 -7.9826511163 -0.5374814275
37 1 -24.7479509865 7.9826305591 0.5376364275
38 1 -19.287145248 6.5081956156 0.5376364275
39 1 -23.6468990135 3.9919687443 0.5376364275
40 1 -19.2879057385 1.4744246648 0.5376364275
41 1 -26.200695248 5.4664036878 -0.5374814275
42 1 -22.1933942615 1.4744246648 -0.5374814275
43 1 -22.194154752 6.5081956156 -0.5374814275
44 1 -26.2014557385 10.5001746386 -0.5374814275
45 1 -17.8344009865 3.9919687443 -0.5374814275
46 1 -26.200695248 18.4828154763 0.5376364275
47 1 -26.2014557385 13.4490445255 0.5376364275
48 1 -24.7479509865 15.966588605 -0.5374814275
49 1 2.9062490135 -15.9666091623 0.5376364275
50 1 8.367054752 -17.4410441057 0.5376364275
51 1 -1.4527442615 -13.4490650827 0.5376364275
52 1 4.0073009865 -19.957270977 0.5376364275
53 1 -1.453504752 -18.4828360336 0.5376364275
54 1 8.3662942615 -22.4748150565 0.5376364275
55 1 1.453504752 -18.4828360336 -0.5374814275
56 1 5.4608057385 -22.4748150565 -0.5374814275
57 1 -2.9062490135 -15.9666091623 -0.5374814275
58 1 5.460045248 -17.4410441057 -0.5374814275
59 1 1.4527442615 -13.4490650827 -0.5374814275
60 1 9.8197990135 -19.957270977 -0.5374814275
61 1 -4.0073009865 -3.9919893016 0.5376364275
62 1 1.453504752 -5.466424245 0.5376364275
63 1 -8.3662942615 -1.4744452221 0.5376364275
64 1 -2.9062490135 -7.9826511163 0.5376364275
65 1 -8.367054752 -6.5082161729 0.5376364275
66 1 1.4527442615 -10.5001951959 0.5376364275
67 1 -5.460045248 -6.5082161729 -0.5374814275
68 1 -1.4527442615 -10.5001951959 -0.5374814275
69 1 -9.8197990135 -3.9919893016 -0.5374814275
70 1 -1.453504752 -5.466424245 -0.5374814275
